Time (s),OpenLoop,ClosedLoop,Optimised,Expected
1.802,71.1118,52.9927,104.629,100
1.804,70.9472,52.7415,104.533,100
1.806,71.2921,52.5656,104.927,100
1.808,71.0734,52.4425,105.202,100
1.81,71.8407,52.8166,105.855,100
1.812,71.9176,52.6182,106.772,100
1.814,71.9714,52.4793,106.954,100
1.816,71.5489,52.8423,106.161,100
1.818,71.7134,53.0964,106.526,100
1.82,71.8285,52.8141,106.322,100
1.822,72.3692,52.6165,106.639,100
1.824,72.2876,52.4781,106.861,100
1.826,72.2304,52.3813,107.476,100
1.828,72.1904,52.3135,108.367,100
1.83,72.1624,52.266,108.071,100
1.832,72.1428,52.2328,108.323,100
1.834,72.5893,52.6698,108.04,100
1.836,72.9018,52.5154,108.302,100
1.838,73.1206,52.4074,108.485,100
1.84,73.2737,51.8716,108.613,100
1.842,72.9207,51.9567,108.703,100
1.844,73.1338,52.0163,109.226,100
1.846,72.8228,52.058,110.052,100
1.848,73.0653,52.0872,109.71,100
1.85,73.235,52.1076,109.471,100
1.852,73.3538,52.5821,109.764,100
1.854,73.8972,51.9939,109.508,100
1.856,73.8173,52.0423,109.79,100
1.858,73.7614,51.616,109.987,100
1.86,73.7223,51.7778,110.125,100
1.862,73.6949,51.8911,111.142,100
1.864,73.6758,51.5101,110.933,100
1.866,74.5827,52.1639,110.787,100
1.868,74.2972,52.1613,110.685,100
1.87,74.5576,51.6993,110.613,100
1.872,73.8194,51.3759,110.563,100
1.874,74.2231,51.6097,110.989,100
1.876,74.0455,51.3132,110.826,100
1.878,74.3813,51.5659,111.633,100
1.88,74.6164,51.2825,111.737,100
1.882,74.781,51.5443,111.35,100
1.884,75.3564,51.7276,111.539,100
1.886,74.8388,51.3957,111.211,100
1.888,74.9367,51.1634,111.442,100
1.89,75.0052,51.0008,111.143,100
1.892,75.0531,50.887,111.395,100
1.894,75.0867,51.7277,112.491,100
1.896,75.1102,51.3958,111.877,100
1.898,75.5868,51.1634,111.908,100
1.9,75.9205,51.0008,112.39,100
1.902,75.6938,50.887,111.347,100
1.904,75.5352,50.8073,111.077,100
1.906,75.4241,50.7515,111.348,100
1.908,75.3464,50.7125,111.538,100
1.91,75.7522,51.1453,112.131,100
1.912,75.576,50.5279,112.546,100
1.914,75.9129,50.556,112.376,100
1.916,76.1487,50.5756,111.797,100
1.918,76.3138,50.5893,111.392,100
1.92,76.4294,50.1387,111.569,100
1.922,76.0501,50.2835,111.232,100
1.924,76.2447,50.3849,111.457,100
1.926,75.9208,50.4558,111.614,100
1.928,76.1543,50.5055,112.644,100
1.93,76.3177,50.08,111.985,100
1.932,76.4321,50.2424,111.523,100
1.934,77.4325,49.8959,111.2,100
1.936,76.7523,50.1135,110.974,100
1.938,76.7363,50.2659,111.276,100
1.94,76.7251,49.9123,111.487,100
1.942,76.7173,50.125,111.175,100
1.944,76.7118,50.2739,111.877,100
1.946,76.708,49.918,111.448,100
1.948,76.7053,49.6688,111.147,100
1.95,77.6238,49.4944,111.397,100
1.952,77.3463,49.3723,110.652,100
1.954,77.1521,49.747,110.59,100
1.956,77.4764,50.0093,111.468,100
1.958,77.2432,49.2725,111.161,100
1.96,77.0799,49.217,110.487,100
1.962,77.4258,49.1781,110.475,100
1.964,77.668,49.1509,110.466,100
1.966,77.8375,49.592,110,100
1.968,77.9561,49.4406,110.134,100
1.97,78.0392,49.3346,109.768,100
1.972,77.6371,49.2605,110.892,100
1.974,77.8159,49.2085,110.298,100
1.976,77.4808,48.712,109.882,100
1.978,78.6269,48.8246,110.052,100
1.98,78.5087,48.9034,109.71,100
1.982,77.9658,48.9586,109.471,100
1.984,77.5857,48.9972,109.303,100
1.986,77.7799,49.0243,109.186,100
1.988,77.9158,49.0432,110.024,100
1.99,78.4712,48.5963,109.231,100
1.992,78.8599,48.7436,109.595,100
1.994,78.6718,48.3865,108.93,100
1.996,78.5402,48.5968,108.465,100
1.998,78.448,48.2838,108.599,100
2,77.9233,48.5248,108.693,100
2.002,78.4764,48.6936,108.299,100
2.004,78.4034,48.3515,108.943,100
2.006,78.3523,48.1121,109.394,100
2.008,78.3165,48.4047,108.789,100
2.01,78.7516,48.1493,107.906,100
2.012,79.0562,47.9705,107.748,100
2.014,79.2694,47.8454,108.097,100
2.016,78.9585,48.218,107.421,100
2.018,78.7408,48.0186,107.869,100
2.02,78.5885,48.3392,107.722,100
2.022,78.942,48.1035,107.619,100
2.024,78.7293,47.9384,108.007,100
2.026,79.0406,47.8229,107.818,100
2.028,79.7187,47.7421,107.226,100
2.03,79.7332,47.6855,106.812,100
2.032,79.2831,47.6458,106.982,100
2.034,79.4283,47.1579,107.101,100
2.036,79.0697,47.7367,106.724,100
2.038,79.2789,47.6817,106.46,100
2.04,79.8855,47.6432,107.656,100
2.042,79.3897,47.1561,107.113,100
2.044,79.5029,47.2753,106.732,100
2.046,79.5821,47.3587,106.466,100
2.048,79.6376,46.9569,105.819,100
2.05,79.2162,47.1359,106.287,100
2.052,79.8416,47.2611,106.154,100
2.054,79.8192,47.3488,106.061,100
2.056,80.2637,46.95,106.457,100
2.058,80.1147,47.131,106.733,100
2.06,80.0104,46.7975,106.006,100
2.062,79.9374,47.0243,105.958,100
2.064,79.426,47.183,105.464,100
2.066,79.5283,46.8339,105.578,100
2.068,79.5999,47.0498,105.658,100
2.07,80.1102,46.2805,105.714,100
2.072,80.0072,46.6623,106.213,100
2.074,80.3954,46.4695,106.103,100
2.076,80.667,46.3344,105.565,100
2.078,79.9368,46.7001,105.649,100
2.08,80.3461,46.9561,105.247,100
2.082,80.1723,46.6751,104.966,100
2.084,80.0507,46.9386,106.15,100
2.086,80.4258,46.2026,106.059,100
2.088,80.2281,46.1477,105.534,100
2.09,81.0102,46.1092,104.707,100
2.092,80.6372,46.0822,105.048,100
2.094,80.3761,46.0634,104.827,100
2.096,80.1934,46.5104,105.132,100
2.098,80.5256,46.3631,104.886,100
2.1,80.298,46.26,106.094,100
2.102,80.5989,46.1878,105.559,100
2.104,80.3493,46.1373,105.184,100
2.106,81.095,45.6417,104.922,100
2.108,81.1568,45.755,104.739,100
2.11,80.7398,45.8343,105.071,100
2.112,80.9082,46.3501,105.303,100
2.114,80.5658,46.2509,105.005,100
2.116,80.7863,45.7212,105.717,100
2.118,80.4805,45.8107,106.216,100
2.12,80.7267,45.4131,105.184,100
2.122,81.3591,45.595,105.382,100
2.124,81.3417,45.7223,105.061,100
2.126,81.3295,45.3512,105.296,100
2.128,80.8607,46.0119,105.46,100
2.13,80.9928,45.5539,105.116,100
2.132,81.0852,45.6936,106.255,100
2.134,81.6101,45.3311,106.132,100
2.136,81.5174,45.5376,105.585,100
2.138,80.9923,45.222,105.663,100
2.14,81.0849,45.4612,105.257,100
2.142,80.6895,45.1685,105.434,100
2.144,80.8729,45.4237,106.477,100
2.146,81.4615,45.6024,106.287,100
2.148,81.4133,45.2673,106.155,100
2.15,81.8398,45.493,105.601,100
2.152,81.6782,45.1907,105.674,100
2.154,81.565,44.9791,105.725,100
2.156,81.0256,44.831,106.221,100
2.158,81.1082,45.1875,106.108,100
2.16,81.166,44.9769,106.95,100
2.162,81.6667,45.2896,107.078,100
2.164,81.557,45.5086,106.248,100
2.166,81.9403,44.7414,106.587,100
2.168,82.2087,44.6646,106.364,100
2.17,81.4762,45.0711,106.669,100
2.172,81.4236,44.8954,106.882,100
2.174,81.3868,44.7724,106.571,100
2.176,81.3611,44.6863,107.733,100
2.178,81.8032,45.0862,107.627,100
2.18,81.6525,44.906,107.092,100
2.182,82.0072,44.7798,107.178,100
2.184,82.2555,44.6915,107.238,100
2.186,81.9692,44.6297,107.28,100
2.188,82.2289,44.5864,107.77,100
2.19,81.4903,44.5561,107.653,100
2.192,81.4335,44.5349,108.031,100
2.194,82.3141,44.5201,108.755,100
2.196,82.4704,44.9699,108.342,100
2.198,82.1195,44.8245,108.053,100
2.2,81.874,44.7228,108.311,100
2.202,81.7021,44.1914,108.031,100
2.204,81.5817,44.2796,108.296,100
2.206,81.9577,44.8015,108.481,100
2.208,82.2209,44.7067,108.61,100
2.21,82.4051,44.1801,109.621,100
2.212,82.534,44.2717,109.409,100
2.214,82.1641,43.8756,109.72,100
2.216,81.9052,44.0586,109.018,100
2.218,82.1841,44.1866,108.986,100
2.22,81.9191,44.2763,109.424,100
2.222,82.1939,44.7992,109.271,100
2.224,81.926,44.7051,109.623,100
2.226,82.6589,44.179,110.331,100
2.228,82.7117,44.2709,110.365,100
2.23,82.2885,43.8751,109.93,100
2.232,82.4524,44.0582,110.085,100
2.234,82.107,44.1863,110.193,100
2.236,81.8652,44.2761,110.269,100
2.238,82.6163,44.3389,110.322,100
2.24,82.6819,43.9226,110.36,100
2.242,82.2676,44.0915,111.766,100
2.244,82.4378,44.2097,111.37,100
2.246,82.0967,43.8322,111.093,100
2.248,82.3182,44.0282,111.359,100
2.25,82.4732,44.1653,111.086,100
2.252,82.5817,43.8012,110.894,100
2.254,83.1179,44.0064,111.22,100
2.256,82.5728,44.1501,111.448,100
2.258,82.6514,44.2507,112.068,100
2.26,82.2463,43.8609,112.502,100
2.262,82.4229,44.0483,112.346,100
2.264,82.5465,43.7192,112.236,100
2.266,82.633,43.9491,111.699,100
2.268,82.6936,44.11,111.784,100
2.27,83.1962,43.7624,112.303,100
2.272,83.0878,43.9793,112.206,100
2.274,82.5517,43.671,112.599,100
2.276,82.6367,43.9153,113.794,100
2.278,82.6962,43.6261,113.25,100
2.28,82.7378,43.8839,112.869,100
2.282,82.3067,44.0644,112.602,100
2.284,82.9254,44.1907,112.876,100
2.286,83.3584,43.8189,112.607,100
2.288,83.2014,44.0189,112.88,100
2.29,82.6313,43.6986,113.07,100
2.292,82.6924,43.4745,114.124,100
2.294,82.7351,43.7778,114.401,100
2.296,82.7651,43.9901,113.675,100
2.298,82.786,44.1387,113.627,100
2.3,82.8007,43.7825,113.593,100
2.302,82.811,43.5332,113.57,100
2.304,83.2783,43.8189,114.013,100
2.306,83.1453,43.5586,113.864,100
2.308,82.592,43.8367,114.679,100
2.31,83.1251,43.5711,114.33,100
2.312,82.5778,43.8454,114.545,100
2.314,83.1152,44.0374,114.236,100
2.316,83.0311,44.1718,114.02,100
2.318,82.9722,43.8057,113.868,100
2.32,83.8514,43.5494,114.222,100
2.322,83.0863,43.37,114.01,100
2.324,83.0109,43.2445,114.782,100
2.326,82.9581,43.6167,114.862,100
2.328,82.9211,43.4172,114.918,100
2.33,82.8953,43.7376,114.497,100
2.332,82.8772,43.962,114.662,100
2.334,82.8645,43.6588,114.318,100
2.336,83.3158,43.9068,114.537,100
2.338,83.6317,43.6202,114.691,100
2.34,83.3927,43.4196,114.798,100
2.342,83.2254,43.2791,115.793,100
2.344,83.1082,43.641,115.11,100
2.346,83.0262,43.4341,115.091,100
2.348,82.9688,43.7495,114.158,100
2.35,82.9287,43.9703,114.425,100
2.352,83.3607,43.6646,114.612,100
2.354,83.6632,43.9109,114.743,100
2.356,83.4147,43.623,114.835,100
2.358,83.2408,43.4216,115.359,100
2.36,83.119,43.7407,115.726,100
2.362,83.0338,43.5039,115.063,100
2.364,83.8945,43.3382,114.598,100
2.366,83.5766,44.1426,114.733,100
2.368,83.3541,43.7852,114.368,100
2.37,83.1984,43.5351,114.572,100
2.372,83.0893,43.8202,114.715,100
2.374,83.013,43.5596,115.735,100
2.376,83.4198,43.3771,115.069,100
2.378,83.2443,43.7096,114.603,100
2.38,84.0419,43.4822,114.736,100
2.382,83.6798,43.7831,114.37,100
2.384,83.4263,43.9938,114.573,100
2.386,83.2489,43.6811,114.716,100
2.388,83.1247,43.4622,114.356,100
2.39,83.0378,43.309,115.024,100
2.392,83.4371,43.6619,115.031,100
2.394,83.2565,43.4488,114.576,100
2.396,84.0504,43.7598,114.258,100
2.398,83.6857,43.5173,114.035,100
2.4,83.4305,43.8077,113.879,100
2.402,83.712,44.011,115.15,100
2.404,83.4489,43.6931,114.659,100
2.406,83.2647,43.4706,114.316,100
2.408,83.1358,43.7751,113.615,100
2.41,83.5057,43.528,113.585,100
2.412,84.2249,43.355,114.024,100
2.414,83.8079,43.6941,113.871,100
2.416,83.516,43.9315,113.764,100
2.418,83.3117,44.0977,114.61,100
2.42,83.6288,43.7538,114.281,100
2.422,83.3907,43.5131,113.591,100
2.424,83.6841,43.8048,113.568,100
2.426,83.4294,43.5488,113.092,100
2.428,83.7112,43.8298,113.219,100
2.43,83.9085,43.5663,112.847,100
2.432,84.0466,43.842,113.047,100
2.434,83.6831,44.035,114.108,100
2.436,83.4287,43.71,113.93,100
2.438,83.2505,43.9426,112.885,100
2.44,84.0462,43.6453,112.614,100
2.442,83.6828,43.4371,112.424,100
2.444,83.4285,43.7516,112.291,100
2.446,84.1708,43.5116,112.198,100
2.448,83.77,43.8037,112.593,100
2.45,83.9497,44.4684,113.329,100
2.452,83.6153,44.0133,112.465,100
2.454,83.3812,43.6948,112.319,100
2.456,83.6775,43.932,112.218,100
2.458,83.4247,43.6378,112.147,100
2.46,83.708,43.8921,111.637,100
2.462,83.9062,43.6099,111.74,100
2.464,84.5052,43.8726,111.812,100
2.466,83.5439,44.0564,111.863,100
2.468,83.7914,43.7249,112.358,100
2.47,83.5045,43.9531,111.785,100
2.472,83.7638,43.6526,111.383,100
2.474,83.4851,43.9024,111.102,100
2.476,83.7503,43.6171,110.906,100
2.478,83.9359,43.8776,111.228,100
2.48,84.526,44.06,110.994,100
2.482,84.0187,43.7274,110.829,100
2.484,83.6635,44.415,111.635,100
2.486,83.8751,43.9759,111.278,100
2.488,83.5631,44.1288,111.029,100
2.49,83.3446,43.7756,110.394,100
2.492,83.6519,43.9885,109.95,100
2.494,83.867,43.6774,110.099,100
2.496,84.0176,43.9198,110.203,100
2.498,84.123,43.6293,109.816,100
2.5,84.1968,44.3463,110.465,100
2.502,84.2484,44.3881,110.92,100
2.504,83.8244,43.9571,109.857,100
2.506,83.5275,44.1156,109.574,100
2.508,83.7799,43.7663,109.376,100
2.51,83.9566,43.9821,109.237,100
2.512,83.6201,44.1331,109.6,100
2.514,84.7651,43.7786,109.394,100
2.516,84.1861,43.9906,109.709,100
2.518,83.7807,44.1391,109.931,100
2.52,84.4174,44.243,109.625,100
2.522,83.4824,43.8555,108.951,100
2.524,83.7484,44.0445,108.94,100
2.526,83.9345,44.1768,108.932,100
2.528,83.6047,44.2694,109.386,100
2.53,84.2941,44.3342,109.244,100
2.532,84.3166,44.3796,108.684,100
2.534,83.8721,43.9511,108.293,100
2.536,84.0211,44.1114,108.018,100
2.538,83.6653,43.7634,108.287,100
2.54,83.8763,43.98,108.474,100
2.542,84.0241,44.1316,108.146,100
2.544,83.6674,44.2378,108.836,100
2.546,84.338,44.3121,108.399,100
2.548,84.8075,44.3641,108.093,100
2.55,84.2157,44.4005,108.339,100
2.552,83.8015,43.9658,107.59,100
2.554,83.9717,44.1217,107.987,100
2.556,83.6307,44.2308,108.265,100
2.558,83.8521,44.3072,108.459,100
2.56,84.0072,44.3607,107.675,100
2.562,83.6555,44.3981,107.126,100
2.564,84.3297,44.4243,107.202,100
2.566,84.3415,44.4426,107.255,100
2.568,84.3497,43.9953,107.292,100
2.57,83.8953,44.1423,107.318,100
2.572,84.0374,44.2452,108.256,100
2.574,83.6766,44.3173,107.993,100
2.576,83.8843,44.3677,107.349,100
2.578,84.0297,44.8632,107.358,100
2.58,84.1314,44.2897,107.364,100
2.582,84.6629,44.3484,106.908,100
2.584,84.5747,44.3895,107.049,100
2.586,84.5129,44.4183,107.148,100
2.588,84.0095,44.8986,108.138,100
2.59,83.6572,44.3145,107.45,100
2.592,83.8707,44.3658,107.428,100
2.594,84.0201,44.4017,106.953,100
2.596,83.6646,44.4268,106.621,100
2.598,84.3361,44.4444,106.848,100
2.6,84.8061,44.4567,107.007,100
2.602,84.2148,44.4653,106.658,100
2.604,84.261,44.9315,107.795,100
2.606,83.8332,44.3375,107.21,100
2.608,83.9939,44.3819,107.26,100
2.61,84.1064,44.4129,106.836,100
2.612,83.725,44.4347,106.538,100
2.614,84.8385,44.4499,106.33,100
2.616,84.6976,44.4606,106.645,100
2.618,84.1388,44.468,106.865,100
2.62,84.2078,44.9334,106.559,100
2.622,83.796,44.799,107.725,100
2.624,83.9678,44.7049,107.621,100
2.626,84.0882,44.6391,107.088,100
2.628,84.1724,44.593,106.715,100
2.63,84.2313,44.5607,106.454,100
2.632,84.2726,44.5381,106.731,100
2.634,84.3015,44.5223,106.926,100
2.636,84.3217,44.5112,106.601,100
2.638,83.8757,44.9637,107.755,100
2.64,84.0236,44.8202,107.642,100
2.642,84.1272,44.7198,107.103,100
2.644,84.1997,44.6495,107.186,100
2.646,84.2505,44.6003,106.783,100
2.648,84.7462,45.026,106.962,100
2.65,84.633,44.8638,107.087,100
2.652,84.0936,44.7503,106.714,100
2.654,84.1762,44.6708,107.834,100
2.656,84.234,44.6152,107.237,100
2.658,83.8143,44.5763,107.28,100
2.66,83.9807,44.549,107.309,100
2.662,84.0971,44.5299,106.87,100
2.664,84.6389,44.9768,107.022,100
2.666,84.5579,44.8294,107.129,100
2.668,84.5012,44.7262,107.204,100
2.67,84.0013,44.654,107.717,100
2.672,84.1116,44.6034,108.075,100
2.674,84.1888,44.568,107.406,100
2.676,84.2428,45.0034,107.398,100
2.678,84.2806,44.848,107.392,100
2.68,84.7673,45.1994,107.388,100
2.682,84.1876,44.9852,107.385,100
2.684,84.242,44.8353,107.383,100
2.686,84.2801,44.7303,107.382,100
2.688,84.3067,44.6569,108.761,100
2.69,83.8652,44.6054,108.347,100
2.692,84.0163,45.0296,107.596,100
2.694,84.1221,44.8664,107.991,100
2.696,84.1961,45.2123,107.807,100
2.698,84.7081,44.9942,107.679,100
2.7,84.6064,45.3018,107.589,100
2.702,84.5351,45.0569,107.986,100
2.704,84.0251,44.8854,108.724,100
2.706,84.1282,44.7654,108.32,100
2.708,84.2004,44.6814,108.038,100
2.71,84.251,45.0828,108.3,100
2.712,84.2863,44.9036,108.024,100
2.714,84.7713,45.2383,107.83,100
2.716,84.6506,45.0125,108.155,100
2.718,84.1059,45.3145,108.382,100
2.72,84.1848,45.0658,109.002,100
2.722,84.24,44.8917,108.975,100
2.724,84.2787,44.7698,108.496,100
2.726,84.3058,45.1447,108.621,100
2.728,83.8645,44.9469,108.248,100
2.73,84.9362,45.2687,108.448,100
2.732,84.3058,45.4939,109.047,100
2.734,84.7849,45.1913,109.007,100
2.736,84.1999,44.9796,108.518,100
2.738,84.2506,44.8313,108.637,100
2.74,84.2861,45.1877,108.259,100
2.742,84.7711,44.977,108.455,100
2.744,84.6505,44.8296,109.053,100
2.746,84.1058,45.1865,109.011,100
2.748,84.1847,45.4364,109.902,100
2.75,83.7798,45.1511,109.605,100
2.752,83.9565,44.9514,108.937,100
2.754,84.0802,44.8116,108.93,100
2.756,84.1668,45.1739,108.925,100
2.758,85.1478,45.4276,108.921,100
2.76,84.454,45.1449,109.379,100
2.762,84.4284,45.4073,109.239,100
2.764,84.4106,45.1307,110.061,100
2.766,84.3981,44.9371,109.717,100
2.768,83.9291,45.2618,109.015,100
2.77,84.0611,45.0289,109.445,100
2.772,84.6136,44.8659,109.285,100
2.774,85.0004,45.6721,109.173,100
2.776,84.8109,45.3161,109.095,100
2.778,84.2181,45.0669,109.501,100
2.78,84.2634,45.3526,110.245,100
2.782,84.295,45.0925,109.845,100
2.784,83.857,45.3706,109.565,100
2.786,84.0106,45.105,109.369,100
2.788,84.1181,44.9191,109.232,100
2.79,85.1137,45.7094,109.597,100
2.792,84.4301,45.3422,109.391,100
2.794,84.4117,45.5454,109.708,100
2.796,84.3989,45.2274,109.93,100
2.798,84.3899,45.0048,110.085,100
2.8,84.3836,45.3092,109.733,100
2.802,84.3792,45.062,109.947,100
2.804,84.3761,45.3493,109.177,100
2.806,84.8341,45.5503,109.558,100
2.808,84.6946,45.2308,110.284,100
2.81,84.5969,45.4674,109.873,100
2.812,84.5285,45.1728,110.045,100
2.814,84.0204,44.9666,109.705,100
2.816,84.125,45.2824,109.467,100
2.818,84.1981,45.5035,109.301,100
2.82,84.2494,45.6583,109.645,100
2.822,84.2852,45.3064,109.425,100
2.824,85.2307,45.0601,110.652,100
2.826,84.512,45.3479,110.13,100
2.828,84.4691,45.0892,109.765,100
2.83,84.439,45.3682,109.509,100
2.832,83.9578,45.1034,109.33,100
2.834,84.0811,45.8384,109.665,100
2.836,84.1675,45.4325,109.439,100
2.838,84.2279,45.1484,109.281,100
2.84,84.7304,45.4097,110.091,100
2.842,85.0821,45.1324,110.658,100
2.844,84.408,45.3985,109.674,100
2.846,84.3962,45.1246,109.446,100
2.848,84.388,45.393,109.286,100
2.85,84.3823,45.5809,109.174,100
2.852,84.3783,45.7125,109.095,100
2.854,84.3755,45.3444,109.041,100
2.856,84.8337,45.5469,109.462,100
2.858,84.6943,45.2284,109.758,100
2.86,84.5966,45.4657,109.964,100
2.862,84.0681,45.1716,109.649,100
2.864,84.1584,45.426,108.968,100
2.866,84.2215,45.604,108.951,100
2.868,84.2657,45.7286,108.94,100
2.87,84.2967,45.3557,109.852,100
2.872,84.7785,45.5548,109.57,100
2.874,84.6557,45.234,109.833,100
2.876,84.5696,45.0094,108.637,100
2.878,84.5094,45.3124,108.719,100
2.88,84.4673,45.5245,108.777,100
2.882,84.4377,45.673,108.818,100
2.884,84.4171,45.7769,108.846,100
2.886,84.4026,45.3895,109.326,100
2.888,84.3925,45.1182,109.662,100
2.89,84.8456,45.3886,108.517,100
2.892,84.7026,45.1176,108.636,100
2.894,84.1423,45.3882,108.259,100
2.896,84.2103,45.5775,107.995,100
2.898,84.2579,45.2499,108.27,100
2.9,84.2912,45.9409,108.463,100
2.902,84.3145,45.5043,109.058,100
2.904,84.3308,45.1986,108.554,100
2.906,84.8024,45.4449,108.662,100
2.908,85.1326,45.157,108.277,100
2.91,84.4433,45.4157,108.007,100
2.912,84.421,45.5968,107.819,100
2.914,84.4053,45.2634,108.607,100
2.916,84.3944,45.4902,108.239,100
2.918,84.3868,45.649,108.441,100
2.92,84.3814,45.2999,107.662,100
2.922,84.8378,45.5158,107.577,100
2.924,84.6972,45.2067,107.517,100
2.926,84.5987,45.4505,107.476,100
2.928,84.0696,45.6212,107.447,100
2.93,84.1594,45.2804,107.886,100
2.932,84.2222,45.5021,108.194,100
2.934,84.2662,45.6573,107.489,100
2.936,84.297,45.7659,107.456,100
2.938,84.7788,45.3818,106.973,100
2.94,85.116,45.1129,107.094,100
2.942,84.4317,45.3848,106.72,100
2.944,84.4128,45.5752,106.917,100
2.946,84.3997,45.2483,107.516,100
2.948,84.3904,45.4796,107.475,100
2.95,84.384,45.6415,106.986,100
2.952,84.3795,45.7549,107.564,100
2.954,84.3763,45.3741,107.048,100
2.956,84.8343,45.5677,106.687,100
2.958,85.1548,45.243,105.974,100
2.96,84.4589,45.4759,106.395,100
2.962,84.4319,45.1788,106.69,100
2.964,84.413,45.431,106.437,100
2.966,84.3998,45.6075,106.259,100
2.968,84.3905,45.7311,106.135,100
2.97,84.384,45.3574,106.048,100
2.972,84.8397,45.556,105.987,100
2.974,84.6984,45.2348,105.944,100
2.976,84.5996,45.4702,105.914,100
2.978,84.5304,45.1748,106.814,100
2.98,84.0217,45.4282,106.063,100
2.982,84.1259,45.6055,105.997,100
2.984,85.1192,45.7297,105.491,100
2.986,84.8941,45.3564,105.137,100
2.988,84.7365,45.5553,105.349,100
2.99,84.1661,45.6945,105.498,100
2.992,84.2269,45.3318,105.602,100
2.994,84.2695,45.5381,106.135,100
2.996,84.2993,45.2223,106.048,100
2.998,84.3202,45.9216,105.066,100
3,85.2552,45.4908,105.3,100
3.002,84.5291,45.6493,105.003,100
3.004,84.481,45.3002,104.795,100
3.006,84.4474,45.5159,105.11,100
3.008,83.9637,45.2068,104.87,100
3.01,84.5454,45.4506,105.623,100
3.012,84.4925,45.161,105.229,100
3.014,84.4554,45.8787,104.954,100
3.016,84.8896,45.4607,104.761,100
3.018,84.7334,45.6283,104.626,100
3.02,84.6241,45.2855,104.531,100
3.022,84.5475,45.5056,104.465,100
3.024,84.4939,45.1996,104.419,100
3.026,83.9962,45.4455,104.846,100
3.028,84.5682,45.6177,104.686,100
3.03,84.5084,45.278,104.573,100
3.032,84.9268,45.9606,104.494,100
3.034,84.7594,45.5181,103.979,100
3.036,84.6423,45.2083,104.079,100
3.038,84.5602,45.4516,104.148,100
3.04,84.0426,45.1618,104.197,100
3.042,84.1405,45.419,104.231,100
3.044,84.6692,45.5992,105.175,100
3.046,84.5791,45.265,104.456,100
3.048,84.9763,45.9515,103.952,100
3.05,84.794,45.5117,104.06,100
3.052,84.6665,45.664,103.675,100
3.054,84.117,45.3104,103.865,100
3.056,84.1926,45.0629,103.999,100
3.058,84.2455,45.3499,103.632,100
3.06,84.7427,45.5507,104.296,100
3.062,85.0908,45.2311,104.3,100
3.064,84.414,45.4676,103.843,100
3.066,84.4005,45.6332,103.983,100
3.068,84.391,45.749,103.621,100
3.07,84.3844,45.3699,103.368,100
3.072,84.3797,45.1046,103.651,100
3.074,84.3765,45.379,103.389,100
3.076,84.8344,45.1109,103.665,100
3.078,84.6948,45.3835,104.319,100
3.08,84.597,45.5743,103.856,100
3.082,84.5286,45.7078,103.532,100
3.084,84.4807,45.3411,103.766,100
3.086,83.9869,45.5446,103.009,100
3.088,84.1015,45.2268,103.399,100
3.09,84.6419,45.4646,103.213,100
3.092,85.0202,45.1708,103.542,100
3.094,85.7452,45.4254,103.773,100
3.096,84.4119,45.1434,103.934,100
3.098,84.399,45.8664,103.587,100
3.1,84.39,45.4521,103.804,100
3.102,84.3837,45.6223,103.036,100
3.104,84.3792,45.2812,102.958,100
3.106,84.3761,45.5027,104.284,100
3.108,84.8342,45.1975,103.832,100
3.11,85.1548,45.4441,103.515,100
3.112,84.4588,45.1565,103.294,100
3.114,84.4318,45.4154,103.139,100
3.116,84.413,45.5966,103.03,100
3.118,84.3997,45.2632,103.414,100
3.12,84.3905,45.4901,103.223,100
3.122,84.384,45.6489,104.009,100
3.124,84.3795,45.2998,104.1,100
3.126,85.2967,45.0555,103.703,100
3.128,84.5582,45.3447,103.425,100
3.13,84.5014,45.5471,103.23,100
3.132,84.4616,45.6888,103.094,100
3.134,84.4338,45.3278,102.999,100
3.136,84.4143,45.5353,103.393,100
3.138,84.4007,45.2203,104.128,100
3.14,84.3912,45.46,103.723,100
3.142,84.3845,45.6278,103.439,100
3.144,84.84,45.2851,103.7,100
3.146,84.6987,45.5054,103.423,100
3.148,84.5997,45.1994,103.229,100
3.15,84.5305,45.4454,103.094,100
3.152,84.482,45.1574,103.459,100
3.154,84.4481,45.416,103.714,100
3.156,84.4243,45.1368,103.893,100
3.158,84.4077,45.8618,104.018,100
3.16,84.8563,45.4489,103.646,100
3.162,84.71,45.1598,103.385,100
3.164,84.6077,45.4177,103.203,100
3.166,84.5361,45.138,103.995,100
3.168,84.0257,45.4024,104.09,100
3.17,84.5889,45.1273,103.696,100
3.172,84.5229,45.395,103.42,100
3.174,84.4767,45.5823,103.687,100
3.176,84.9045,45.2532,103.414,100
3.178,84.7438,45.4831,103.683,100
3.18,84.6314,45.1838,103.871,100
3.182,84.5526,45.4345,104.463,100
3.184,84.4975,45.1498,104.418,100
3.186,84.4589,45.4106,103.925,100
3.188,84.4319,45.5933,103.581,100
3.19,84.413,45.2609,103.8,100
3.192,84.3998,45.4885,103.493,100
3.194,85.3109,45.6477,103.738,100
3.196,85.0283,45.299,103.91,100
3.198,84.3703,45.055,104.49,100
3.2,84.3699,45.3443,104.436,100
3.202,84.3696,45.0866,103.938,100
3.204,84.3694,45.3665,104.05,100
3.206,84.3692,45.5623,103.668,100
3.208,84.3691,45.2393,103.861,100
3.21,84.8293,45.0131,103.996,100
3.212,84.6912,45.315,104.09,100
